Employee ID,Year,Quarter,Current Employee Rating,Employee_Name
8082,2026,Q1,3.23,Beatrice Bean
8083,2023,Q3,1.37,Noemi Randall
8084,2024,Q1,3.03,Adrien Maddox
8085,2026,Q1,3.14,Harley Nunez
8086,2022,Q2,4.87,Linda Bachiochi
8087,2026,Q2,2.41,Emiliano Young
8088,2026,Q1,4.45,Kolby Reed
8089,2022,Q4,4.04,Konnor Rivas
8090,2022,Q3,2.23,Mateo Mcdaniel
8091,2023,Q3,2.49,Kamden Cummings
8092,2023,Q2,2.14,Chance Braun
8093,2024,Q3,4.95,Angelique Cochran
8094,2022,Q2,2.85,Nina Panjwani
8095,2023,Q1,3.33,Joel Eaton
8096,2026,Q3,3.26,Selina Jefferson
8097,2025,Q2,4.84,Emerson Pitts
8098,2022,Q2,3.45,Ryker Hopkins
8099,2024,Q2,3.46,Gabrielle Mercer
8100,2024,Q4,1.21,Eve Barker
8101,2024,Q1,2.28,Brooklynn Greene
8102,2024,Q3,3.84,Cayden Bartlett
8103,2026,Q2,1.25,Josie Melton
8104,2022,Q1,1.08,Devyn Pace
8105,2023,Q3,3.34,Isaias Briggs
8106,2026,Q4,3.12,Colt Kemp
8107,2023,Q2,1.99,Moshe Taylor
8108,2022,Q1,1.47,Jordon Wyatt
8109,2022,Q4,1.66,Patrick Moran
8110,2026,Q4,3.58,Eileen Beard
8111,2023,Q1,1.36,Jose Houston
8112,2026,Q1,3.93,Vicente Hansen
8113,2026,Q4,4.65,Arianna Carlson
8114,2026,Q2,3.54,Kennedi Howell
8115,2024,Q1,4.27,Elliott Petersen
8116,2026,Q1,3.97,Timothy Goodwin
8117,2024,Q3,4.44,Haley Weaver
8118,2022,Q2,4.24,Lisa Lunquist
8119,2023,Q1,1.41,Reginald Klein
8120,2023,Q1,2.14,Chaim Patrick
8121,2025,Q1,4.82,Gloria Marks
8122,2026,Q3,4.87,Cullen Ruiz
8123,2025,Q2,4.02,Ricardo Fitzgerald
8124,2025,Q2,3.41,Roy Morse
8125,2022,Q4,2.85,Patrick Moran
8126,2025,Q3,2.28,Charlie Koch
8127,2022,Q2,1.85,Dallas Leach
8128,2024,Q1,4.7,Marshall Sellers
8129,2022,Q2,2.11,Nevaeh Mcmillan
8130,2022,Q2,4.59,Damarion Schneider
8131,2025,Q2,2.73,Dane Kelly
8132,2022,Q1,3.74,Marquis Cardenas
8133,2026,Q3,4.64,Talia Barrett
8134,2025,Q2,1.29,Keshawn Gilmore
8135,2023,Q4,1.43,Kamari Hunter
8136,2026,Q1,2.4,Brad Pitt
8137,2026,Q3,4.39,Hugh Berry
8138,2026,Q1,3.22,Hana Lucero
8139,2024,Q4,2.63,Maximilian Moyer
8140,2024,Q3,1.49,Kyleigh Bauer
8141,2022,Q1,1.76,Antoine Murray
8142,2024,Q4,4.84,Aylin Berg
8143,2024,Q3,2.22,Charlee Roth
8144,2024,Q2,2.09,Eddie Bauer
8145,2023,Q1,3.9,Valery Holder
8146,2023,Q1,3.99,Dakota Salinas
8147,2025,Q1,1.87,Deven Gillespie
8148,2025,Q2,1.8,Alice House
8149,2023,Q2,1.35,Jair Silva
8150,2022,Q2,1.55,Willow Stuart
8151,2022,Q4,1.55,Jazlene Maynard
8152,2024,Q2,3.57,Bo Bradford
8153,2022,Q4,1.87,Aliana Nolan
8154,2026,Q3,2.19,Ricardo Gonzales
8155,2025,Q4,1.17,Jakayla Hall
8156,2024,Q2,3.56,Sam Gross
8157,2025,Q4,3.74,Andre Guzman
8158,2023,Q1,2.87,Dane Owens
8159,2023,Q1,3.73,Ayanna Lutz
8160,2024,Q2,2.22,Alani Phillips
8161,2024,Q4,2.95,Milton Wall
8162,2025,Q4,3.15,Myriam Givens
8163,2025,Q1,3.38,Humberto Rocha
8164,2022,Q4,1.61,Ayden Wu
8165,2022,Q4,2.78,Rubi Sanford
8166,2025,Q2,3.02,Kaylyn Frye
8167,2022,Q2,4.47,Maribel Copeland
8168,2025,Q2,1.41,Tyrell Fuentes
8169,2025,Q4,1.43,Saniyah Schroeder
8170,2025,Q4,3.75,Helen Humphrey
8171,2025,Q4,1.93,Salvador Robinson
8172,2025,Q3,3.23,Barrett Obrien
8173,2023,Q2,1.3,Kissy Sullivan
8174,2022,Q1,2.07,Lamont Cook
8175,2022,Q4,3.56,Linda Barajas
8176,2022,Q1,2.27,Daniel Davis
8177,2026,Q3,2.11,Paisley Avery
8178,2025,Q4,1.52,Callie Murray
8179,2025,Q1,1.38,Kaleb Cole
8180,2023,Q4,3.19,Alfred Digitale
8181,2025,Q2,4.11,Amanda Allison
8182,2026,Q4,3.14,Yuliana Levine
8183,2025,Q3,1.47,Owen Dillon
8184,2023,Q1,2.93,Mylie Salazar
8185,2025,Q3,1.8,Alani Phillips
8186,2024,Q4,2.0,Aimee Santana
8187,2026,Q4,2.25,Justus Bowen
8188,2026,Q2,4.12,Aliana Shaw
8189,2026,Q2,3.11,Debbie Mangal
8190,2024,Q1,2.64,Raphael Francis
8191,2026,Q3,4.38,Cindy York
8192,2022,Q1,3.19,Alfred Digitale
8193,2026,Q1,2.71,Elliott Odonnell
8194,2024,Q4,2.32,Alexzander Guzman
8195,2022,Q3,1.05,Jace Galloway
8196,2024,Q1,1.81,Barbara Sutwell
8197,2023,Q2,4.61,Shakira Perry
8198,2025,Q4,4.89,Lilliana Cowan
8199,2023,Q2,3.46,Gillian Hawkins
8200,2023,Q2,1.68,Clayton Walker
8201,2026,Q4,4.13,Heidi Joyce
8202,2026,Q2,1.2,Rene Pena
8203,2022,Q1,3.82,Harley Abbott
8204,2025,Q2,2.5,Delilah Cooke
8205,2024,Q3,2.7,Kayden Fernandez
8206,2024,Q1,4.22,Eliezer Stokes
8207,2022,Q4,2.8,Kenna Porter
8208,2023,Q4,4.7,Brice Medina
8209,2024,Q1,1.14,Amare Hartman
8210,2026,Q1,2.16,Emmett York
8211,2022,Q2,3.94,Bridget Bray
8212,2022,Q2,2.83,Arely Patton
8213,2024,Q4,1.68,Darnell Shelton
8214,2026,Q3,4.11,Kaleb Cole
8215,2023,Q2,3.34,Ingrid Lucero
8216,2025,Q2,4.14,Amirah Johnson
8217,2024,Q1,2.13,Davin Wade
8218,2026,Q3,2.52,Jaycee Alexander
8219,2024,Q1,3.58,Destiney Kirby
8220,2022,Q1,4.61,Gerald Johnston
8221,2023,Q3,3.95,Jaylyn Contreras
8222,2023,Q4,3.66,Kayden Hill
8223,2023,Q1,2.8,Sincere Rivera
8224,2025,Q1,2.42,Bradyn Pham
8225,2024,Q1,2.8,Sage Morris
8226,2025,Q2,2.44,Jenna Casey
8227,2022,Q4,3.71,Shana Petingill
8228,2026,Q2,1.86,Carson Pennington
8229,2023,Q4,2.28,Armani Crawford
8230,2022,Q4,3.03,Cody Bates
8231,2024,Q2,2.28,Asia Rivers
8232,2025,Q1,4.58,Aldo Dyer
8233,2026,Q4,1.73,Nikhil Rivas
8234,2026,Q1,1.53,Carsen Wheeler
8235,2026,Q4,4.66,Cesar Hunter
8236,2023,Q2,1.77,Gilbert Newman
8237,2025,Q2,2.19,Amara Castillo
8238,2024,Q3,4.64,Madelynn Murillo
8239,2025,Q4,3.38,Tia Kent
8240,2026,Q1,1.91,Miya Cruz
8241,2023,Q1,2.44,Reyna Good
8242,2022,Q3,4.28,Aileen Wright
8243,2023,Q2,2.23,Brenton Rodriguez
8244,2025,Q1,4.7,Sarai Stone
8245,2025,Q3,2.12,Mason Brewer
8246,2024,Q2,3.37,Meadow Howe
8247,2024,Q1,4.5,Carlee Lang
8248,2026,Q2,2.4,Mylee Snow
8249,2023,Q3,3.71,Makenzie Mercer
8250,2024,Q1,2.37,Mohammed Latif
8251,2024,Q3,2.19,Emmalee Cervantes
8252,2026,Q4,2.33,Sloane Rasmussen
8253,2025,Q1,2.33,Marco Robles
8254,2025,Q2,1.87,Gia Winters
8255,2026,Q3,1.77,Kaila Flowers
8256,2022,Q4,2.6,Emerson Zavala
8257,2024,Q4,4.38,Joel Mcmillan
8258,2026,Q3,2.68,Ebonee Peterson
8259,2025,Q4,2.33,Bailey Hays
8260,2022,Q1,4.96,Jason Foss
8261,2025,Q3,2.62,Elyse Chandler
8262,2022,Q4,1.24,Brenna Decker
8263,2026,Q3,2.94,Victor Ibarra
8264,2026,Q2,2.51,Alejandro Bacong
8265,2025,Q4,4.76,Abdullah Arellano
8266,2026,Q1,1.82,Lamont Bridges
8267,2026,Q4,1.32,Maggie Rachael
8268,2024,Q1,4.0,Juliette Morton
8269,2025,Q4,2.17,Jewel Bryant
8270,2023,Q2,2.88,Karma Koch
8271,2024,Q1,1.4,Randall Miller
8272,2025,Q1,4.74,Lindsey Rocha
8273,2023,Q3,2.08,Sullivan Whitehead
8274,2023,Q4,3.62,Gretchen Richards
8275,2023,Q1,3.48,Barbara Gaul
8276,2022,Q2,3.88,Marquise Santana
8277,2025,Q2,2.52,Krystal Peterson
8278,2024,Q3,4.3,Landin Walton
8279,2024,Q2,4.75,Serena Lutz
8280,2025,Q2,1.79,Jumil Turpin
8281,2022,Q2,1.61,Randall West
8282,2022,Q2,4.72,Taisha Goble
8283,2022,Q1,2.78,Giselle Calderon
8284,2025,Q2,1.89,Andrea Walters
8285,2023,Q3,2.13,Justice Branch
8286,2026,Q2,4.0,Kayla Peterson
8287,2026,Q4,3.92,Monserrat Miranda
8288,2025,Q3,2.31,Giancarlo Cross
8289,2025,Q3,4.27,Alvaro Le
8290,2023,Q4,2.1,Serenity Montgomery
8291,2026,Q4,4.85,Barrett Wilcox
8292,2022,Q4,1.49,Sherlyn Carroll
8293,2026,Q1,4.98,Yael Garcia
8294,2023,Q1,2.71,Cannon Lee
8295,2025,Q3,2.24,Konner Pierce
8296,2024,Q2,3.6,Trevin Lambert
8297,2026,Q3,3.36,Veronica Rowe
8298,2022,Q1,4.36,Arielle Potts
8299,2022,Q1,3.69,Zechariah Strong
8300,2026,Q2,4.71,Clark Blanchard
8301,2024,Q1,2.77,Shamar Cross
8302,2025,Q3,1.48,Tucker Sweeney
8303,2023,Q1,2.86,Kamari Holloway
8304,2026,Q3,4.18,Karen Goodman
8305,2026,Q3,3.0,Augustus Drake
8306,2022,Q2,4.37,Giana Roach
8307,2024,Q3,4.22,Areli Mitchell
8308,2026,Q3,1.84,Eddie Whitney
8309,2022,Q4,3.12,Makenzie Mercer
8310,2024,Q2,3.95,Jaxon Anderson
8311,2026,Q1,2.84,Kadence Gentry
8312,2023,Q1,3.49,Chase Lloyd
8313,2026,Q2,4.58,Bartholemew Khemmich
8314,2024,Q1,4.9,Marco Robles
8315,2024,Q3,3.92,Walter Zuniga
8316,2024,Q3,1.89,Bria Bush
8317,2023,Q4,2.08,Helen Humphrey
8318,2025,Q4,2.12,Skye Cochran
8319,2026,Q4,4.38,Lawson Zuniga
8320,2024,Q2,3.8,Robert Hubert
8321,2026,Q1,4.23,Elvis Kaufman
8322,2025,Q4,4.77,Zavier Reese
8323,2023,Q4,4.92,Elle Spears
8324,2022,Q1,1.04,Tamia Byrd
8325,2023,Q2,4.8,Shaniya Wolfe
8326,2023,Q2,4.46,Lilliana Cowan
8327,2022,Q4,3.82,Laci Klein
8328,2026,Q1,2.77,Megan Huang
8329,2025,Q2,1.5,Eden Robles
8330,2025,Q3,4.02,Beatrice Chace
8331,2025,Q4,1.3,Amara Wood
8332,2026,Q2,4.86,Meghan Ray
8333,2024,Q4,2.12,Cannon Morgan
8334,2025,Q3,4.4,Talan Rodgers
8335,2022,Q3,2.15,Kamryn Mckinney
8336,2023,Q1,3.15,Colin Simpson
8337,2026,Q1,3.22,Josue Gentry
8338,2022,Q3,1.45,Lorenzo Short
8339,2025,Q2,2.92,Cassidy Maddox
8340,2022,Q3,4.76,Michael Albert
8341,2026,Q3,1.09,Paola Macdonald
8342,2023,Q2,1.59,Zaiden Leblanc
8343,2025,Q2,1.17,Pierre Craig
8344,2024,Q4,3.01,Zoey Page
8345,2026,Q4,3.06,Juliana Schroeder
8346,2024,Q1,2.58,Hamish Garneau
8347,2023,Q3,4.86,David Stanley
8348,2026,Q1,2.03,Brice Christian
8349,2023,Q4,2.15,Reece Callahan
8350,2024,Q1,4.5,Sheldon Castillo
8351,2023,Q1,4.04,Andy Stewart
8352,2023,Q3,4.29,Yurem Donovan
8353,2023,Q3,1.75,Armani Crawford
8354,2023,Q2,3.57,Fernanda Yu
8355,2024,Q3,4.65,Enzo Carney
8356,2025,Q2,3.49,Joel Mcmillan
8357,2025,Q4,2.15,Terrell Hanna
8358,2022,Q3,4.31,Ayla Mcgrath
8359,2022,Q2,4.85,Salma Shepard
8360,2026,Q3,1.57,Howard Mullaney
8361,2023,Q2,1.35,Yamilet Cohen
8362,2025,Q1,4.87,Kramer Keatts
8363,2025,Q3,4.43,Baylee Castaneda
8364,2022,Q1,1.44,Jorge Pineda
8365,2023,Q1,4.9,Sneha Jhaveri
8366,2022,Q3,3.55,Yurem Donovan
8367,2026,Q4,3.91,Caitlyn Vaughan
8368,2025,Q3,3.37,Theresa Tinto
8369,2026,Q4,4.28,Nehemiah Rivas
8370,2026,Q2,3.07,Kason Ellison
8371,2022,Q4,3.8,Kylie Cantrell
8372,2025,Q2,3.51,Anya Morton
8373,2023,Q3,2.46,Anthony Cisco
8374,2022,Q4,4.2,Morgan Blackwell
8375,2023,Q1,3.67,Frankie Davenport
8376,2024,Q2,1.13,Katrina Farrell
8377,2025,Q4,4.68,Yaritza Sherman
8378,2026,Q1,1.37,Charlee Roth
8379,2023,Q4,4.11,Anna Jordan
8380,2023,Q1,2.38,Sarahi Burke
8381,2024,Q3,1.51,Juliet Wall
8382,2026,Q3,4.34,Beckett Shea
8383,2023,Q1,3.92,Terrell Guerra
8384,2025,Q4,2.16,Bridget Bray
8385,2025,Q2,2.51,Emilie Hood
8386,2024,Q2,3.55,Raquel Sosa
8387,2025,Q2,3.02,Esther Willis
8388,2022,Q4,4.27,Camila Nichols
8389,2023,Q3,1.51,Jonas Braun
8390,2023,Q3,4.76,Holly Taylor
8391,2024,Q4,3.7,Zariah Black
8392,2025,Q2,3.56,Lauren Keith
8393,2022,Q4,4.87,Chase Lloyd
8394,2023,Q2,4.78,Ming Huynh
8395,2026,Q2,2.94,Uriah Pennington
8396,2022,Q2,3.61,Madelyn Mcdonald
8397,2024,Q1,3.12,Kamila Rosales
8398,2025,Q1,2.28,Yuliana Levine
8399,2022,Q3,2.2,Kamron Doyle
8400,2026,Q2,4.78,Jocelyn Jackson
8401,2024,Q2,4.53,Cannon Hester
8402,2022,Q4,2.63,Demarcus Frazier
8403,2023,Q1,4.37,Demetrius Cooley
8404,2026,Q4,3.2,Katelyn Stevens
8405,2022,Q2,1.34,Lindsey Rocha
8406,2026,Q4,4.32,Lily DiNocco
8407,2023,Q3,3.78,Soren Coleman
8408,2022,Q1,1.75,Mattie Peters
8409,2023,Q2,3.01,Roy Pratt
8410,2023,Q4,3.75,Alessandro Chavez
8411,2022,Q1,4.39,Davion Vasquez
8412,2025,Q4,4.35,Landen Blanchard
8413,2024,Q1,4.96,Martin Herrera
8414,2026,Q4,4.08,Phoenix Pitts
8415,2025,Q1,1.85,Bianca Cardenas
8416,2022,Q2,3.52,Frankie Franklin
8417,2022,Q1,4.9,Uriah Pennington
8418,2026,Q1,2.45,Paola Weeks
8419,2026,Q4,3.08,Leigh Ann Smith
8420,2026,Q3,4.03,Madden Roman
8421,2024,Q4,4.55,Marc Chandler
8422,2025,Q3,4.06,Jaiden Middleton
8423,2022,Q1,2.11,Nick Palmer
8424,2026,Q1,3.44,Yadira Dean
8425,2026,Q3,3.08,Triston Ewing
8426,2024,Q2,4.26,Elijian Clukey
8427,2025,Q3,4.43,Anaya Preston
8428,2023,Q4,4.81,Litzy Lloyd
8429,2025,Q3,4.94,Ronald Bullock
8430,2025,Q3,1.71,Kaylynn Mcguire
8431,2026,Q1,2.38,Nore Sadki
8432,2022,Q4,4.99,Roselyn Roberts
8433,2026,Q1,2.51,Darnell Shelton
8434,2025,Q3,4.4,Kayley Myers
8435,2023,Q3,4.57,Dahlia Waller
8436,2023,Q4,3.96,Giana Moore
8437,2025,Q1,4.22,Laci Frederick
8438,2025,Q1,4.18,Alisa Aguirre
8439,2022,Q3,1.33,Micah Pace
8440,2023,Q3,1.22,Catherine Anthony
8441,2022,Q3,3.8,Marilyn Moss
8442,2022,Q2,4.59,Gretchen Weeks
8443,2026,Q1,4.83,Harley Beard
8444,2025,Q4,3.1,Tayana Jeannite
8445,2024,Q1,4.46,Ashton Winters
8446,2026,Q1,3.64,Joel Eaton
8447,2025,Q4,2.06,May Roberson
8448,2023,Q1,4.89,Jeffery Hogan
8449,2025,Q1,4.56,Clinton Owad
8450,2022,Q3,2.95,Alonso Williams
8451,2024,Q1,2.32,Jaidyn Malone
8452,2023,Q2,1.43,Alena Ibarra
8453,2026,Q1,4.45,Paul Steele
8454,2026,Q1,1.4,Sonia Skinner
8455,2024,Q1,2.91,Beau Barron
8456,2022,Q4,3.87,Britney Kelly
8457,2024,Q4,4.73,Ronnie Mayer
8458,2025,Q2,2.38,Carlos Murphy
8459,2024,Q3,1.23,Gwendolyn Hogan
8460,2023,Q3,3.04,Van Griffin
8461,2026,Q3,3.4,Amy Sherman
8462,2024,Q2,2.98,Keagan Vaughan
8463,2022,Q4,1.17,Maliki Moumanil
8464,2024,Q4,3.3,Kenya Decker
8465,2024,Q4,3.66,Damaris Cisneros
8466,2025,Q1,2.38,Wilson Sloan
8467,2024,Q2,2.04,Trace Brandt
8468,2026,Q2,4.24,Ryan Rollins
8469,2026,Q2,4.56,Matilda Randall
8470,2026,Q4,2.72,Joshua Hall
8471,2025,Q1,1.97,Linda Combs
8472,2022,Q4,4.34,Linda Anderson
8473,2022,Q1,2.6,George Johnson
8474,2023,Q2,1.36,Makenna Rojas
8475,2025,Q3,1.32,Cason Tyler
8476,2023,Q4,4.89,Giselle Butler
8477,2024,Q4,4.34,Phillip Salazar
8478,2026,Q1,2.22,Emilie Donaldson
8479,2024,Q1,1.26,Caden Silva
8480,2022,Q3,2.53,Brianna Hurley
8481,2026,Q3,4.26,Emmalee Reynolds
8482,2022,Q3,3.56,Jean Engdahl
8483,2025,Q4,3.34,Conrad Ochoa
8484,2026,Q1,3.68,Leah Robinson
8485,2025,Q2,1.08,Aubree Mooney
8486,2025,Q3,5.0,Judith Mccullough
8487,2026,Q3,2.06,Hong Pham
8488,2023,Q1,4.52,Boston Avila
8489,2022,Q4,1.45,Cruz Davila
8490,2022,Q4,2.39,Ashanti Price
8491,2023,Q2,3.19,Amy Foster-Baker
8492,2025,Q4,2.07,Marisa Frank
8493,2023,Q1,3.85,Wade Hernandez
8494,2022,Q4,3.97,Laila Simmons
8495,2025,Q3,1.36,Lilian Norton
8496,2022,Q2,2.39,Rodolfo Michael
8497,2025,Q1,1.54,Jenna Maddox
8498,2026,Q1,1.0,Julianne Shaw
8499,2025,Q3,1.05,Milagros Francis
8500,2022,Q3,4.15,Aliana Shaw
8501,2023,Q1,3.81,Delaney Bruce
8502,2023,Q1,2.27,Isiah Decker
8503,2023,Q4,1.92,Peter Robertson
8504,2025,Q3,4.49,Hallie Delacruz
8505,2023,Q2,1.29,Emerson Wood
8506,2026,Q3,3.15,Charlee Roth
8507,2024,Q2,3.31,Alexus Greer
8508,2023,Q1,1.86,Amiya Richardson
8509,2026,Q4,4.09,Marilyn Smith
8510,2023,Q1,4.98,Isai Mcfarland
8511,2025,Q1,2.51,Benjamin Burkett
8512,2025,Q3,2.78,Reginald Lowery
8513,2023,Q3,4.52,Reuben Davila
8514,2022,Q2,2.05,Charlee Roth
8515,2022,Q2,3.08,Mireya Sutton
8516,2026,Q1,1.6,Alice Dudley
8517,2022,Q1,2.17,Adelaide Meyer
8518,2024,Q4,4.55,Arielle Escobar
8519,2023,Q3,2.29,Marshall Lucas
8520,2026,Q1,3.82,Hana Lucero
8521,2024,Q3,2.39,Damari Brewer
8522,2024,Q2,4.96,Mylee Snow
8523,2023,Q4,2.48,Adalyn Vaughan
8524,2024,Q4,1.15,Sarah Malone
8525,2022,Q3,3.52,Marlee Woods
8526,2026,Q4,1.01,Drake Ashley
8527,2025,Q2,4.78,April Evensen
8528,2023,Q4,4.15,Kyleigh Bauer
8529,2023,Q4,2.53,Ishaan Sheppard
8530,2024,Q2,4.39,Lillianna Hill
8531,2022,Q2,3.19,Vanessa Zuniga
8532,2022,Q3,1.46,Antonio Gray
8533,2022,Q3,2.2,Humberto Rocha
8534,2024,Q3,4.17,Whitney Gill
8535,2022,Q1,2.85,Yahir Hill
8536,2026,Q1,2.07,Blaine Contreras
8537,2024,Q3,2.58,Monserrat Miranda
8538,2022,Q2,2.29,Bonalyn Boutwell
8539,2023,Q1,2.7,Teagan Rodriguez
8540,2026,Q2,3.51,Kaitlin Cooke
8541,2025,Q1,3.63,Jacey Braun
8542,2025,Q1,1.25,Lillie Bush
8543,2023,Q3,3.12,Destiny Bright
8544,2026,Q2,1.26,Darian Wall
8545,2026,Q1,1.92,Chaya Boyd
8546,2026,Q3,1.68,Kiley Haynes
8547,2022,Q1,1.76,Halle Chan
8548,2025,Q4,1.01,Camden Kelly
8549,2024,Q4,4.53,Justice Clark
8550,2023,Q2,3.88,Elvis Kaufman
8551,2024,Q1,4.95,Frankie Franklin
8552,2024,Q4,3.17,Horia Ndzi
8553,2023,Q2,4.18,Mattie Peters
8554,2023,Q1,1.6,Arjun Gibson
8555,2022,Q2,2.42,Malaki Richards
8556,2025,Q2,2.3,Sydney Chang
8557,2026,Q4,3.19,Weston Rios
8558,2026,Q1,4.8,Leigh Ann Smith
8559,2025,Q1,2.18,Kaleb Cole
8560,2023,Q3,1.0,Addisyn Aguilar
8561,2023,Q2,3.12,Maryjane Cross
8562,2025,Q2,3.22,Kailyn Montgomery
8563,2024,Q1,2.69,Mike Guilianno
8564,2026,Q4,1.19,Rachel Buckley
8565,2022,Q2,3.83,Rigoberto Townsend
8566,2024,Q1,2.3,Deshawn Henry
8567,2022,Q3,4.63,Rylee Stevenson
8568,2024,Q2,3.79,Payton Cross
8569,2024,Q1,3.95,Miley Gutierrez
8570,2024,Q1,3.68,Joaquin Hahn
8571,2026,Q3,4.01,Angela Molina
8572,2025,Q2,1.97,Sean Bernstein
8573,2023,Q2,1.25,Eileen Oneal
8574,2025,Q4,1.64,Jakob Luna
8575,2023,Q2,3.07,Allison Frank
8576,2024,Q1,4.52,Eric Dougall
8577,2024,Q3,2.85,Cade Palmer
8578,2022,Q4,4.87,Kyson Grimes
8579,2025,Q4,3.53,Draven Giles
8580,2024,Q3,1.64,Marquise Pacheco
8581,2022,Q2,2.35,Omari Keller
8582,2026,Q2,3.3,Nola Sellers
8583,2023,Q3,1.16,Iliana Randall
8584,2022,Q4,2.63,Andre Guzman
8585,2025,Q1,3.2,Sincere Rivera
8586,2023,Q2,3.82,Kaitlin Hickman
8587,2024,Q4,1.07,Jayda Reese
8588,2023,Q4,3.7,Brady Yoder
8589,2025,Q2,4.75,Micah Douglas
8590,2023,Q4,1.57,Giovani Roy
8591,2025,Q3,3.32,Jordon Wyatt
8592,2025,Q1,3.83,Kolby Reed
8593,2023,Q1,4.17,Joel Mcmillan
8594,2022,Q3,3.71,Armani Porter
8595,2025,Q1,3.99,Cason Neal
8596,2026,Q2,2.91,Colton Le
8597,2026,Q3,3.26,Matias Barton
8598,2026,Q2,1.09,Claire Gordon
8599,2023,Q2,2.69,Makena Mcintosh
8600,2022,Q3,3.3,Teagan Stevens
8601,2022,Q1,3.17,Alice House
8602,2025,Q4,1.34,Maruk Fraval
8603,2022,Q1,1.09,Libby Fidelia
8604,2026,Q3,4.26,Cullen Ruiz
8605,2022,Q3,4.44,Elise Vazquez
8606,2026,Q1,1.42,German Higgins
8607,2023,Q4,3.41,Annabelle Frederick
8608,2025,Q3,2.79,Rory Stone
8609,2026,Q1,4.23,Anthony Cisco
8610,2026,Q3,2.22,Serenity Thornton
8611,2024,Q3,2.88,Kamron Goodwin
8612,2026,Q4,3.77,Shaun Velazquez
8613,2026,Q3,4.07,Allan Butler
8614,2025,Q2,1.63,Kaylin Dillon
8615,2024,Q3,2.55,Jayleen Tran
8616,2026,Q4,3.33,Dania Hale
8617,2026,Q1,1.36,Trevon Briggs
8618,2026,Q3,2.08,Kramer Simard
8619,2023,Q3,2.71,Erica French
8620,2022,Q3,4.9,Leo Cooper
8621,2025,Q3,1.1,Cruz Ashley
8622,2024,Q4,3.6,Colin Simpson
8623,2022,Q3,2.41,Yair Jennings
8624,2022,Q4,3.77,Lilianna Conway
8625,2022,Q3,3.06,Reid Park
8626,2022,Q4,3.1,Susan Exantus
8627,2025,Q2,2.28,Saniya Bradley
8628,2026,Q1,2.91,Evangeline Downs
8629,2022,Q1,1.28,Terrance Wiggins
8630,2023,Q3,4.34,Terrance Wiggins
8631,2022,Q2,1.43,Timothy Goodwin
8632,2024,Q3,4.79,Reese Kennedy
8633,2025,Q3,4.83,Kale Middleton
8634,2026,Q3,4.27,Leslie Zamora
8635,2025,Q2,4.06,Thaddeus Lutz
8636,2025,Q3,2.05,Bailey Humphrey
8637,2026,Q4,3.57,Rebekah Delacruz
8638,2022,Q1,1.36,Ariel Cervantes
8639,2025,Q2,3.83,Salvador Robinson
8640,2023,Q3,2.51,Kenneth Peters
8641,2026,Q2,2.51,Kale Potter
8642,2025,Q1,1.26,Marilyn Linares
8643,2026,Q4,1.46,Jaylen Butler
8644,2025,Q3,4.68,Brenden Marks
8645,2024,Q4,2.91,Shaylee Hall
8646,2022,Q2,3.66,Serenity Carlson
8647,2026,Q4,3.5,Dayton Castro
8648,2022,Q4,3.06,Rosemary Becker
8649,2023,Q3,1.66,Lilliana Randolph
8650,2026,Q1,1.34,Greta Horne
8651,2026,Q4,1.87,Danny Thomas
8652,2022,Q1,4.87,Neil Dunn
8653,2022,Q1,3.66,Myla Mullen
8654,2023,Q3,1.32,Cayden Bartlett
8655,2026,Q2,1.91,Ariel May
8656,2024,Q4,1.05,Ronin Mclaughlin
8657,2022,Q4,4.53,Amirah Johnson
8658,2026,Q2,4.31,Delilah Cooke
8659,2025,Q1,1.33,Chaya Boyd
8660,2023,Q3,3.04,Nola Bullock
8661,2023,Q1,2.92,Elliot Phillips
8662,2023,Q2,2.17,Jayleen Tran
8663,2024,Q4,1.1,Brady Yoder
8664,2025,Q1,4.96,Will Morse
8665,2022,Q2,2.45,Raul Garcia
8666,2023,Q2,1.05,Rachel Bowers
8667,2024,Q2,1.73,Octavio Hicks
8668,2025,Q2,2.75,Colleen Zima
8669,2022,Q4,2.43,Hailie Bell
8670,2024,Q2,3.4,Patrick Mckinney
8671,2026,Q3,3.84,Jean Crimmings
8672,2022,Q4,4.7,Livia Salazar
8673,2022,Q3,1.27,Brenton Monroe
8674,2024,Q4,2.44,Zain Nolan
8675,2022,Q2,4.66,Kayden Fernandez
8676,2023,Q4,4.11,Deacon Bass
8677,2023,Q3,4.64,Gabriella Benitez
8678,2026,Q4,1.04,Bridger Duran
8679,2022,Q1,2.35,Aliana Pennington
8680,2024,Q1,4.19,Jett York
8681,2026,Q2,2.43,Callum Mcdaniel
8682,2025,Q3,4.92,Campbell Doyle
8683,2026,Q4,3.21,Gabriel Adams
8684,2023,Q1,4.83,Monserrat Cooke
8685,2025,Q2,2.64,Selina Gonzalez
8686,2022,Q2,4.34,Luke Henderson
8687,2022,Q3,2.78,Cade Heath
8688,2022,Q3,2.54,Isis Ayala
8689,2026,Q3,3.27,Lynn O'hare
8690,2024,Q1,2.82,Nancy Clay
8691,2023,Q4,3.95,Claudia Melton
8692,2023,Q4,2.44,Brenton Monroe
8693,2023,Q1,2.28,Rylan Key
8694,2025,Q1,1.62,Dean Mckenzie
8695,2025,Q1,2.84,Liam Hanna
8696,2023,Q2,4.15,Talan Garrett
